date,siddet,city
November,2.6,MUGLA
November,1.9,DENIZLI
November,2.0,ERZURUM
November,2.1,BURSA
November,2.1,BALIKESIR
November,1.7,ANKARA
November,1.5,OSMANIYE
November,2.2,AGRI
November,2.5,ANTALYA
November,1.8,KARAMAN
November,1.7,MERSIN
November,2.4,
November,1.9,ANKARA
November,1.8,AKSARAY
November,2.1,MUGLA
November,1.2,MERSIN
November,1.8,KOCAELI
November,2.4,
November,2.2,KUTAHYA
November,1.9,ISTANBUL
November,1.6,MERSIN
November,1.8,MUGLA
November,2.1,ANTALYA
November,2.6,
November,1.7,MUGLA
November,2.3,MUGLA
November,1.8,KAHRAMANMARAS
November,2.1,BOLU
November,2.8,
November,1.8,MUGLA
November,1.9,MUGLA
November,1.4,MERSIN
November,1.6,KUTAHYA
November,2.1,MUGLA
November,1.6,ADANA
November,2.0,ADANA
November,3.4,
November,1.8,OSMANIYE
November,2.6,
November,1.8,ESKISEHIR
November,2.4,MANISA
November,2.5,MANISA
November,3.5,
November,2.1,MUGLA
November,1.7,ADANA
November,2.3,
November,2.1,VAN
November,2.5,
November,1.9,
November,2.9,
November,2.1,MANISA
November,1.7,ARDAHAN
November,2.4,MALATYA
November,2.1,MERSIN
November,2.6,
November,1.7,ISPARTA
November,2.7,
November,1.7,BURSA
November,2.7,
November,3.5,
November,2.8,
November,3.5,
November,2.9,
November,2.5,
November,1.9,MERSIN
November,1.8,KONYA
November,2.0,AMASYA
November,2.3,MUGLA
November,1.9,CORUM
November,1.9,MUGLA
November,1.9,IZMIR
November,1.9,ANKARA
November,2.2,TEKIRDAG
November,2.2,MERSIN
November,2.1,
November,2.2,GIRESUN
November,1.7,KOCAELI
November,1.7,MUGLA
November,1.6,MUGLA
November,2.2,
November,2.3,
November,3.1,KUTAHYA
November,1.7,OSMANIYE
November,2.1,KAHRAMANMARAS
November,1.8,
November,2.7,
November,2.6,ADANA
November,1.8,ADANA
November,1.7,TUNCELI
November,1.5,ISPARTA
November,1.7,DENIZLI
November,2.8,
November,2.2,
November,2.7,MUS
November,1.6,MUGLA
November,1.8,
November,2.4,MALATYA
November,2.1,MALATYA
November,2.3,
November,1.8,IZMIR
November,1.8,
November,1.5,KUTAHYA
November,2.0,
November,2.5,ADANA
November,1.9,
November,2.8,BOLU
November,2.0,MUGLA
November,1.9,ANKARA
November,2.0,YOZGAT
November,1.7,MUGLA
November,1.6,ANTALYA
November,2.0,MUGLA
November,2.1,SAKARYA
November,1.8,
November,2.4,
November,2.8,
November,2.4,
November,3.4,CORUM
November,2.7,
November,2.2,
November,1.7,MUGLA
November,2.0,
November,2.1,MUGLA
November,1.9,CANAKKALE
November,2.1,CANAKKALE
November,1.7,ANTALYA
November,2.7,MANISA
November,2.0,IZMIR
November,1.8,MUGLA
November,1.7,MUGLA
November,2.0,
November,2.0,AYDIN
November,2.8,ERZINCAN
November,2.0,BURSA
November,2.0,
November,2.9,
November,3.3,
November,2.8,MUGLA
November,1.9,KUTAHYA
November,2.0,
November,2.6,
November,2.0,MUGLA
November,1.1,
November,1.7,ANKARA
November,1.4,DENIZLI
November,2.6,KUTAHYA
November,1.5,ISTANBUL
November,1.5,ANKARA
November,2.5,MUGLA
November,1.8,
November,1.7,MUGLA
November,3.0,KAHRAMANMARAS
November,1.5,MUGLA
November,1.8,MERSIN
November,1.3,MUGLA
November,2.0,AMASYA
November,2.0,KUTAHYA
November,1.2,MUGLA
November,1.9,MUGLA
November,1.9,BURSA
November,2.1,ISTANBUL
November,1.7,MUGLA
November,1.5,ISTANBUL
November,2.2,BINGOL
November,1.9,KONYA
November,2.6,
November,1.9,MUGLA
November,1.5,NIGDE
November,1.6,MUGLA
November,2.1,MUGLA
November,1.9,MUGLA
November,1.9,
November,1.8,MUGLA
November,1.6,MUGLA
November,1.8,BINGOL
November,1.8,MUGLA
November,1.4,
November,1.8,DENIZLI
November,2.2,ELAZIG
November,1.4,MUGLA
November,2.1,
November,2.4,
November,2.7,HAKKARI
November,1.8,CORUM
November,1.7,MUGLA
November,2.0,
November,1.8,MUGLA
November,2.2,MUGLA
November,2.2,MUGLA
November,2.1,MUGLA
November,1.7,IZMIR
November,2.6,ANTALYA
November,2.7,BINGOL
November,2.1,
November,1.7,KUTAHYA
November,1.9,BALIKESIR
November,2.5,
November,2.1,
November,2.0,AYDIN
November,1.8,ANKARA
November,2.2,
November,1.8,ESKISEHIR
November,2.9,IZMIR
November,1.8,MERSIN
November,2.0,KONYA
November,2.4,MUGLA
November,2.7,
November,2.5,
November,2.2,MUGLA
November,1.4,MERSIN
November,2.2,ANTALYA
November,2.2,ANTALYA
November,1.5,
November,2.1,MUGLA
November,2.2,
November,2.3,
November,2.0,MUGLA
November,2.1,MUGLA
November,2.3,IZMIR
November,2.2,
November,3.7,
November,2.3,MUGLA
November,2.0,MUGLA
November,2.6,TEKIRDAG
November,1.6,ERZURUM
November,2.2,
November,1.9,KUTAHYA
November,2.4,MUGLA
November,2.0,
November,2.3,OSMANIYE
November,1.8,CANAKKALE
November,1.6,CANAKKALE
November,1.9,MUGLA
November,1.8,MUGLA
November,2.7,BALIKESIR
November,2.0,MALATYA
November,2.2,MUGLA
November,2.1,KASTAMONU
November,2.2,MUGLA
November,2.3,MANISA
November,2.2,VAN
November,2.0,MUGLA
November,2.2,MUGLA
November,2.6,MUS
November,2.1,MUGLA
November,1.6,
November,2.2,MUGLA
November,2.3,MUGLA
November,1.7,MUGLA
November,2.2,
November,2.1,MUGLA
November,2.3,MUGLA
November,2.1,ARTVIN
November,2.2,KIRIKKALE
November,1.8,
November,2.3,SAKARYA
November,3.3,BITLIS
November,1.7,ADANA
November,2.1,MERSIN
November,1.9,
November,2.2,MANISA
November,2.2,
November,2.2,
November,1.6,NIGDE
November,2.3,CANAKKALE
November,2.5,ELAZIG
November,3.2,
November,1.9,ERZURUM
November,1.5,KAYSERI
November,2.1,
November,2.3,MUGLA
November,2.5,EDIRNE
November,2.4,ESKISEHIR
November,1.9,ANKARA
November,2.0,KUTAHYA
November,2.6,BAYBURT
November,2.3,MUGLA
November,1.4,KAHRAMANMARAS
November,1.7,BURSA
November,2.2,BURSA
November,3.4,MANISA
November,1.8,
November,1.9,KUTAHYA
November,1.8,KUTAHYA
November,1.6,KAYSERI
November,2.4,
November,1.8,MERSIN
November,2.8,BURSA
November,2.8,MANISA
November,2.6,MANISA
November,1.4,ESKISEHIR
November,2.1,
November,2.4,MANISA
November,1.8,CANAKKALE
November,1.9,
November,2.1,MUGLA
November,2.5,
November,2.2,MUGLA
November,1.7,ANKARA
November,2.6,
November,1.6,ANTALYA
November,1.9,
November,1.7,KAHRAMANMARAS
November,2.9,
November,2.6,BURSA
November,1.8,CORUM
November,1.7,MERSIN
November,1.5,MERSIN
November,2.2,
November,1.8,MERSIN
November,1.9,KUTAHYA
November,2.2,VAN
November,2.0,VAN
November,1.8,OSMANIYE
November,1.7,DUZCE
November,1.4,ISPARTA
November,2.0,KUTAHYA
November,2.0,ERZURUM
November,2.2,
November,2.0,KAYSERI
November,1.9,
November,2.0,KONYA
November,2.6,ANTALYA
November,1.6,VAN
November,2.1,MUGLA
November,2.3,
November,2.0,ELAZIG
November,1.9,OSMANIYE
November,2.5,
November,1.8,ANKARA
November,3.0,ERZINCAN
November,2.2,TEKIRDAG
November,1.8,AGRI
November,2.3,BINGOL
November,2.2,
November,1.7,KUTAHYA
November,1.8,VAN
November,2.1,CORUM
November,1.9,ERZINCAN
November,2.6,
November,1.6,YOZGAT
November,1.6,KONYA
November,1.6,GAZIANTEP
November,1.9,MERSIN
November,1.8,YOZGAT
November,2.6,BURSA
November,1.8,MERSIN
November,2.8,VAN
November,2.2,AYDIN
November,1.8,KONYA
November,1.9,ARTVIN
November,2.0,GAZIANTEP
November,2.0,
November,2.8,
November,1.8,MUGLA
November,1.9,BILECIK
November,3.5,CORUM
November,2.2,
November,2.3,
November,3.0,
November,2.2,
November,1.7,
November,1.9,KONYA
November,2.2,MUGLA
November,1.8,MUGLA
November,1.9,MUGLA
November,1.8,MUGLA
November,2.2,MANISA
November,1.6,
November,1.8,
November,1.8,CANAKKALE
November,2.8,
November,1.8,
November,2.0,CANAKKALE
November,1.5,MUGLA
November,2.0,
November,1.8,
November,2.0,VAN
November,1.9,MUGLA
November,2.3,
November,1.5,CANAKKALE
November,2.0,
November,2.4,
November,2.0,OSMANIYE
November,1.8,KUTAHYA
November,1.8,KUTAHYA
November,2.3,
November,2.3,KAYSERI
November,3.1,
November,2.2,TUNCELI
November,2.2,
November,2.4,BALIKESIR
November,1.5,KONYA
November,1.7,MUGLA
November,2.2,CANAKKALE
November,1.8,IZMIR
November,2.7,ANTALYA
November,1.4,BURSA
November,2.8,
November,1.8,BOLU
November,2.1,BOLU
November,2.1,BOLU
November,2.0,KONYA
November,2.0,DENIZLI
November,1.9,KAYSERI
November,1.9,MERSIN
November,1.3,MERSIN
November,2.1,MUGLA
November,1.7,
November,2.0,BALIKESIR
November,2.1,ADANA
November,1.0,
November,2.0,
November,2.3,BALIKESIR
November,1.7,BALIKESIR
November,1.5,
November,2.0,
November,1.7,SAKARYA
November,2.2,
November,2.2,SAKARYA
November,2.1,
November,1.5,ANKARA
November,2.4,VAN
November,1.9,
November,2.3,
November,2.1,
November,1.8,YOZGAT
November,2.0,BILECIK
November,1.6,ANKARA
November,1.8,ARTVIN
November,1.8,ANKARA
November,1.3,KARS
November,1.8,MUGLA
November,2.4,
November,1.4,ADANA
November,2.5,
November,1.7,ANKARA
November,2.4,BILECIK
November,2.0,
November,2.0,KAHRAMANMARAS
November,1.9,KONYA
November,2.2,
November,2.1,
November,2.3,
November,2.0,
November,1.8,ESKISEHIR
November,2.2,CANAKKALE
November,2.3,ERZINCAN
November,1.6,KAHRAMANMARAS
November,2.0,ANTALYA
November,2.3,BALIKESIR
November,2.1,
November,2.3,BILECIK
